timestamp,28windspeed_100m (m/s),28cloudcover (%),28apparent_temperature (°C),57windspeed_100m (m/s),57cloudcover (%),57apparent_temperature (°C),68windspeed_100m (m/s),68cloudcover (%),68apparent_temperature (°C),70windspeed_100m (m/s),70cloudcover (%),70apparent_temperature (°C),82windspeed_100m (m/s),82cloudcover (%),82apparent_temperature (°C),83windspeed_100m (m/s),83cloudcover (%),83apparent_temperature (°C),84windspeed_100m (m/s),84cloudcover (%),84apparent_temperature (°C),92windspeed_100m (m/s),92cloudcover (%),92apparent_temperature (°C),95windspeed_100m (m/s),95cloudcover (%),95apparent_temperature (°C)
2023-08-01 15:00:00+00:00,4.23,85,15.68,1.62,100,12.89,2.16,100,18.48,3.16,100,17.06,4.33,100,17.03,3.5,100,13.66,9.4,68,18.8,2.6,100,20.61,6.89,99,14.01
2023-08-01 16:00:00+00:00,4.71,81,14.15,1.59,100,12.76,0.83,100,17.95,2.1,100,17.07,3.05,100,15.67,3.71,100,13.15,7.79,76,17.79,2.94,100,16.98,6.43,99,13.33
2023-08-01 17:00:00+00:00,4.24,68,13.11,0.96,100,13.12,0.96,100,17.71,2.05,100,16.43,2.83,100,15.18,3.53,98,12.57,6.74,81,17.3,2.98,100,15.61,8.05,94,13.33
2023-08-01 18:00:00+00:00,3.42,68,12.31,1.02,100,13.23,1.63,100,17.49,2.17,100,15.13,2.7,95,14.4,3.52,99,11.25,7.2,72,16.19,1.16,100,15.5,7.21,92,13.08
2023-08-01 19:00:00+00:00,2.56,100,11.1,0.82,100,13.07,2.85,100,16.8,1.23,100,14.06,2.31,86,13.07,3.92,100,10.8,6.5,11,14.76,0.64,100,15.32,5.78,82,12.59
2023-08-01 20:00:00+00:00,1.49,96,9.61,0.96,100,12.87,2.66,100,16.16,0.8,100,13.38,1.11,86,12.06,3.94,100,10.13,5.95,5,13.81,0.33,100,15.28,4.63,86,11.39
2023-08-01 21:00:00+00:00,1.58,97,9.2,1.28,100,12.36,2.16,100,15.74,0.97,100,12.98,1.09,91,12.13,2.91,100,9.63,5.83,4,13.49,0.71,100,15.18,3.91,84,10.45
2023-08-01 22:00:00+00:00,1.72,98,9.0,1.09,94,11.42,2.54,100,15.06,1.22,100,12.28,1.52,93,11.52,1.99,100,8.79,5.74,3,13.41,0.59,100,15.43,3.82,87,10.52
2023-08-01 23:00:00+00:00,1.7,98,9.03,1.47,93,10.99,3.49,100,14.43,1.21,100,12.54,1.5,94,11.09,1.27,100,9.17,5.7,4,13.22,1.07,100,14.89,3.64,89,11.53
2023-08-02 00:00:00+00:00,1.48,99,9.98,1.35,92,10.75,2.99,100,14.3,0.67,100,12.41,1.69,95,11.64,1.28,100,9.64,5.49,5,13.03,1.14,93,14.32,3.99,91,11.75
2023-08-02 01:00:00+00:00,1.66,100,10.23,1.75,88,10.97,3.09,100,14.42,0.46,100,12.46,2.05,100,11.75,1.77,100,8.78,5.01,12,12.78,1.43,37,13.25,3.34,100,11.28
2023-08-02 02:00:00+00:00,2.19,100,10.34,2.0,94,11.42,3.56,100,14.11,0.18,100,12.39,2.57,100,12.19,1.81,100,8.64,4.93,56,12.46,1.34,47,13.25,2.58,100,9.8
2023-08-02 03:00:00+00:00,2.42,100,10.27,1.78,96,11.43,3.89,100,14.09,1.09,100,12.25,3.24,100,13.11,1.66,100,8.58,4.76,57,12.57,1.16,64,14.08,2.19,100,9.04
2023-08-02 04:00:00+00:00,2.52,100,10.35,1.84,97,11.73,3.12,100,14.23,1.21,100,12.13,3.23,100,13.77,1.62,100,8.73,4.92,68,13.26,1.43,73,14.38,2.65,100,11.18
2023-08-02 05:00:00+00:00,2.58,100,10.39,2.46,97,12.4,1.82,100,14.41,1.25,100,12.24,4.55,100,13.72,2.15,100,8.34,5.85,74,14.61,1.48,78,14.97,3.5,100,12.31
2023-08-02 06:00:00+00:00,3.07,100,10.39,3.16,83,13.46,2.29,99,14.77,1.53,98,12.87,4.11,100,13.94,2.81,100,8.1,5.9,78,15.59,1.5,82,15.85,3.7,100,12.49
2023-08-02 07:00:00+00:00,3.06,100,10.58,3.23,0,14.93,1.82,49,15.0,1.44,77,13.75,4.31,100,13.67,2.77,100,8.54,6.47,100,15.93,1.83,100,16.9,3.9,100,12.74
2023-08-02 08:00:00+00:00,2.06,100,10.74,3.19,1,17.09,1.64,37,15.66,1.66,76,14.97,4.64,100,13.47,2.98,100,9.6,6.77,100,16.08,1.89,98,19.25,5.68,100,13.79
2023-08-02 09:00:00+00:00,1.93,100,11.07,3.39,1,18.55,1.27,29,16.57,1.63,63,16.72,4.0,100,13.8,2.92,100,9.71,5.28,100,14.56,2.51,98,19.92,6.29,100,13.93
2023-08-02 10:00:00+00:00,1.94,100,11.4,3.42,2,19.88,0.78,24,17.13,1.5,51,19.0,3.98,100,14.13,3.1,100,9.61,5.44,100,13.98,2.14,99,21.0,3.29,100,12.75
2023-08-02 11:00:00+00:00,1.8,100,11.31,3.7,5,20.92,1.9,21,17.09,1.79,48,18.79,4.1,100,14.25,2.74,100,8.49,6.01,100,14.35,2.55,95,23.48,2.48,100,12.1
2023-08-02 12:00:00+00:00,1.63,100,11.28,3.76,10,21.68,2.4,19,17.0,2.98,49,18.57,4.87,100,14.01,2.69,100,8.48,7.13,100,15.35,2.9,92,24.11,2.96,100,12.64
2023-08-02 13:00:00+00:00,2.04,100,11.38,3.89,48,21.97,2.97,6,17.46,3.09,47,18.56,4.58,100,14.0,2.13,100,9.58,7.93,100,15.06,2.92,85,24.13,3.39,100,13.58
2023-08-02 14:00:00+00:00,2.92,100,11.44,4.62,61,20.87,3.37,12,17.86,3.28,24,19.46,4.81,100,14.39,1.32,100,9.72,7.83,100,16.06,2.85,68,24.52,3.5,100,13.22
2023-08-02 15:00:00+00:00,3.07,100,11.9,2.68,74,18.43,2.89,26,18.23,3.5,17,19.37,4.73,100,14.77,0.81,100,9.77,8.2,97,17.74,2.68,64,24.21,3.64,100,11.93
2023-08-02 16:00:00+00:00,2.67,100,12.54,1.41,80,18.58,1.78,24,18.48,2.7,18,19.08,4.86,100,14.91,0.81,100,9.91,7.48,91,18.03,2.61,55,23.68,3.25,100,11.4
2023-08-02 17:00:00+00:00,1.9,100,12.83,1.29,84,17.49,1.53,22,18.44,1.92,17,18.74,4.22,100,15.19,1.1,100,10.41,6.43,91,18.05,2.24,45,22.63,2.77,100,11.11
2023-08-02 18:00:00+00:00,1.47,97,12.54,2.08,87,16.49,1.66,20,18.03,1.17,16,17.19,3.73,100,14.66,1.51,100,10.59,7.81,87,18.38,1.98,38,19.9,2.21,100,11.01
2023-08-02 19:00:00+00:00,1.15,56,11.08,2.53,91,14.41,1.71,69,17.4,0.68,78,15.52,3.26,100,13.81,1.85,100,9.07,7.43,2,17.01,1.64,0,17.76,1.15,100,11.0
2023-08-02 20:00:00+00:00,0.9,59,10.26,2.14,96,12.63,1.49,82,17.13,1.21,89,15.17,2.32,100,12.9,1.99,100,7.98,7.85,1,16.86,1.68,0,17.51,1.11,100,10.97
